day,side,entry_time,exit_time,entry,exit,pnl_usd,pnl_pct,r,reason,mfe_pct,mae_pct,equity_after
2024-01-01,LONG,2024-01-01 00:04:00+00:00,2024-01-01 01:36:00+00:00,42397.23,42651.61338,44.99999999999983,0.004499999999999983,2.2499999999999916,TP,0.00688441202408736,-0.0010151606602601365,10045.0
2024-01-01,LONG,2024-01-01 00:40:00+00:00,2024-01-01 01:37:00+00:00,42445.03,42699.70018,45.202500000000235,0.004500000000000023,2.2500000000000115,TP,0.006856161958184552,-0.0011433611897552866,10090.2025
2024-01-02,LONG,2024-01-02 00:04:00+00:00,2024-01-02 00:13:00+00:00,44264.63,44530.21778,45.40591125000037,0.004500000000000037,2.250000000000018,TP,0.007576478104527309,-6.235226635791966e-05,10135.60841125
2024-01-02,LONG,2024-01-02 00:06:00+00:00,2024-01-02 00:14:00+00:00,44351.83,44617.94098,45.610237850624465,0.004499999999999948,2.249999999999974,TP,0.006722834209997608,-0.0006687435445167311,10181.218649100623
2024-01-03,SHORT,2024-01-03 00:04:00+00:00,2024-01-03 00:07:00+00:00,44955.51,45045.42102,-35.63426527185208,-0.00349999999999999,-1.749999999999995,SL,0.00041641169235987234,-0.0023487665916813423,10145.584383828771
2024-01-04,LONG,2024-01-04 00:08:00+00:00,2024-01-04 01:17:00+00:00,42862.01,42776.28598,-35.509545343401044,-0.003500000000000034,-1.750000000000017,SL,0.002840744052833611,-0.002683728551227505,10110.07483848537
2024-01-05,LONG,2024-01-05 00:18:00+00:00,2024-01-05 00:32:00+00:00,44211.11,44122.68778,-35.38526193469889,-0.003500000000000009,-1.7500000000000044,SL,0.0008450364625543349,-0.0027142498797248023,10074.689576550672
2024-01-06,SHORT,2024-01-06 00:24:00+00:00,2024-01-06 05:17:00+00:00,44040.09,43775.84946,45.33610309447777,0.0044999999999999745,2.249999999999987,TP,0.0060710593461547275,-0.0018235657556559253,10120.02567964515
2024-01-06,SHORT,2024-01-06 00:58:00+00:00,2024-01-06 05:08:00+00:00,44068.8,43804.387200000005,45.54011555840276,0.004499999999999959,2.249999999999979,TP,0.00627019569400573,-0.0005809098500526119,10165.565795203553
2024-01-07,LONG,2024-01-07 00:32:00+00:00,2024-01-07 02:38:00+00:00,44001.1,43913.097799999996,-35.579480283213044,-0.00350000000000006,-1.7500000000000298,SL,0.005867807850258342,-0.0021785818990889,10129.98631492034
2024-01-08,LONG,2024-01-08 00:04:00+00:00,2024-01-08 00:14:00+00:00,43942.29,43854.40542,-35.454952102220744,-0.0034999999999999563,-1.749999999999978,SL,0.0009947137484186447,-0.002600911331657974,10094.53136281812
2024-01-09,LONG,2024-01-09 00:04:00+00:00,2024-01-09 00:21:00+00:00,47040.0,46945.92,-35.33085976986379,-0.003500000000000037,-1.7500000000000184,SL,0.00233843537414966,-0.0021409438775510017,10059.200503048256
2024-01-10,SHORT,2024-01-10 00:06:00+00:00,2024-01-10 00:07:00+00:00,46030.0,46122.06,-35.20720176066838,-0.003499999999999949,-1.7499999999999745,SL,0.0,-0.0024723006734738845,10023.993301287588
2024-01-11,SHORT,2024-01-11 00:08:00+00:00,2024-01-11 00:13:00+00:00,46372.52,46465.26504,-35.083976554506904,-0.0035000000000000343,-1.7500000000000173,SL,0.0012839500635288658,-0.0026412194118413924,9988.909324733082
2024-01-12,LONG,2024-01-12 00:08:00+00:00,2024-01-12 00:12:00+00:00,46387.01,46294.235980000005,-34.96118263656516,-0.0034999999999999376,-1.7499999999999687,SL,0.00028003529436361523,-0.002828593608426133,9953.948142096517
2024-01-13,LONG,2024-01-13 00:08:00+00:00,2024-01-13 00:11:00+00:00,42978.19,42892.23362,-34.838818497338565,-0.003500000000000076,-1.750000000000038,SL,0.00036413818264552735,-0.0020391738228156984,9919.109323599178
2024-01-14,SHORT,2024-01-14 00:10:00+00:00,2024-01-14 06:46:00+00:00,42812.91,42898.535820000005,-34.716882632597375,-0.0035000000000000257,-1.7500000000000127,SL,0.005847535241122498,-0.0031576923876465075,9884.39244096658
2024-01-15,LONG,2024-01-15 00:04:00+00:00,2024-01-15 00:16:00+00:00,41842.41,42093.46446,44.479765984349456,0.004499999999999985,2.249999999999992,TP,0.006556505707964634,-0.00010539545881806263,9928.87220695093
2024-01-15,LONG,2024-01-15 00:06:00+00:00,2024-01-15 00:17:00+00:00,41867.44,42118.644640000006,44.67992493128003,0.004500000000000085,2.2500000000000426,TP,0.006987769015731501,-0.0003427484460479509,9973.55213188221
2024-01-16,SHORT,2024-01-16 00:08:00+00:00,2024-01-16 00:11:00+00:00,42478.04,42562.996080000004,-34.90743246158857,-0.0035000000000000838,-1.750000000000042,SL,0.00026272398632336833,-0.0028706597573711578,9938.644699420622
2024-01-17,SHORT,2024-01-17 00:10:00+00:00,2024-01-17 01:17:00+00:00,43098.05,43184.246100000004,-34.785256447972415,-0.003500000000000024,-1.7500000000000118,SL,0.0011146676009703657,-0.0020091396246465095,9903.859442972649
2024-01-18,SHORT,2024-01-18 00:08:00+00:00,2024-01-18 06:01:00+00:00,42721.75,42807.1935,-34.66350805040456,-0.003500000000000029,-1.7500000000000144,SL,0.005139302580067476,-0.0023980759215153193,9869.195934922245
2024-01-19,LONG,2024-01-19 00:04:00+00:00,2024-01-19 00:12:00+00:00,41339.98,41257.30004,-34.542185772228166,-0.0035000000000000313,-1.7500000000000155,SL,0.0007501213111374209,-0.002200775133418139,9834.653749150017
2024-01-20,SHORT,2024-01-20 00:34:00+00:00,2024-01-20 01:28:00+00:00,41541.49,41624.57298,-34.421288122024876,-0.0034999999999999814,-1.749999999999991,SL,0.0020507208576292053,-0.0020059463442452775,9800.232461027992
2024-01-21,LONG,2024-01-21 00:04:00+00:00,2024-01-21 06:19:00+00:00,41703.52,41620.11296,-34.30081361359756,-0.003499999999999958,-1.7499999999999791,SL,0.0006349583920015194,-0.0033385671041676083,9765.931647414394
2024-01-22,SHORT,2024-01-22 01:42:00+00:00,2024-01-22 03:20:00+00:00,41403.78,41155.357319999996,43.946692413365554,0.0045000000000000795,2.25000000000004,TP,0.006417529993638241,-0.0016259385012672685,9809.87833982776
2024-01-22,SHORT,2024-01-22 01:50:00+00:00,2024-01-22 03:20:00+00:00,41406.01,41157.57394,44.14445252922491,0.004499999999999999,2.249999999999999,TP,0.006471041281205369,-0.0006576340004747119,9854.022792356984
2024-01-23,LONG,2024-01-23 00:10:00+00:00,2024-01-23 01:20:00+00:00,39652.89,39890.80734,44.34310256560642,0.0045,2.2499999999999996,TP,0.006538993753040469,-2.5218842818360196e-07,9898.36589492259
2024-01-23,LONG,2024-01-23 00:32:00+00:00,2024-01-23 00:42:00+00:00,39767.2,39687.6656,-34.64428063222827,-0.00349999999999992,-1.74999999999996,SL,0.0010596672634734007,-0.0024945180953146588,9863.721614290362
2024-01-24,LONG,2024-01-24 00:06:00+00:00,2024-01-24 00:10:00+00:00,39952.33,39872.42534,-34.5230256500163,-0.0035000000000000035,-1.7500000000000016,SL,0.0,-0.0023873451185451424,9829.198588640345
2024-01-25,LONG,2024-01-25 00:10:00+00:00,2024-01-25 01:31:00+00:00,40082.86,40002.69428,-34.40219506024053,-0.003499999999999931,-1.7499999999999656,SL,0.002394539710988585,-0.002067217758413461,9794.796393580105
2024-01-26,SHORT,2024-01-26 00:14:00+00:00,2024-01-26 02:10:00+00:00,39921.54,40001.38308,-34.28178737753006,-0.0034999999999999684,-1.7499999999999842,SL,0.002480365236411323,-0.002967320398962543,9760.514606202576
2024-01-27,LONG,2024-01-27 00:06:00+00:00,2024-01-27 00:46:00+00:00,41824.55,41740.9009,-34.161801121709566,-0.0035000000000000565,-1.750000000000028,SL,0.0010070640329661728,-0.0024478446271389565,9726.352805080867
2024-01-28,SHORT,2024-01-28 00:06:00+00:00,2024-01-28 01:18:00+00:00,42101.1,42185.3022,-34.042234817782976,-0.003499999999999994,-1.749999999999997,SL,0.004182788573220143,-0.0020586160456614734,9692.310570263084
2024-01-29,SHORT,2024-01-29 00:18:00+00:00,2024-01-29 00:28:00+00:00,41884.16,41967.928320000006,-33.92308699592145,-0.003500000000000068,-1.750000000000034,SL,2.387537437073411e-07,-0.002552993780942318,9658.387483267163
2024-01-30,SHORT,2024-01-30 00:04:00+00:00,2024-01-30 00:25:00+00:00,43188.24,43274.61648,-33.80435619143485,-0.003499999999999977,-1.7499999999999887,SL,0.0012582128838775674,-0.0020294876568251324,9624.583127075728
2024-01-31,SHORT,2024-01-31 00:34:00+00:00,2024-01-31 02:23:00+00:00,42926.31,42668.75214,43.31062407184096,0.00450000000000002,2.2500000000000093,TP,0.0063187355260677655,-0.001716662811222356,9667.893751147569
2024-01-31,SHORT,2024-01-31 00:42:00+00:00,2024-01-31 02:23:00+00:00,42919.2,42661.684799999995,43.50552188016442,0.004500000000000038,2.250000000000019,TP,0.006154122164439165,-0.0018826073179370286,9711.399273027733
2024-02-01,SHORT,2024-02-01 00:06:00+00:00,2024-02-01 00:39:00+00:00,42582.78,42327.283319999995,43.70129672862568,0.004500000000000091,2.2500000000000453,TP,0.00650990846534677,-0.0009168025197039948,9755.10056975636
2024-02-01,SHORT,2024-02-01 00:54:00+00:00,2024-02-01 01:15:00+00:00,42440.39,42185.74766,43.89795256390329,0.004499999999999966,2.249999999999983,TP,0.006677365594425486,-0.0014045582521744165,9798.998522320262
2024-02-02,LONG,2024-02-02 00:14:00+00:00,2024-02-02 00:24:00+00:00,43169.44,43428.456640000004,44.09549335044155,0.004500000000000038,2.2500000000000187,TP,0.006096673943419118,-0.00027588961079883114,9843.094015670704
2024-02-02,LONG,2024-02-02 00:40:00+00:00,2024-02-02 00:43:00+00:00,43291.53,43204.94694,-34.45082905484683,-0.0034999999999999355,-1.7499999999999676,SL,0.0004520514751961806,-0.002204126303690312,9808.643186615856
2024-02-03,SHORT,2024-02-03 01:48:00+00:00,2024-02-03 15:03:00+00:00,43215.03,42955.739819999995,44.13889433977218,0.004500000000000084,2.2500000000000417,TP,0.006569473629892226,-0.000578502433065533,9852.782080955629
2024-02-03,SHORT,2024-02-03 02:22:00+00:00,2024-02-03 15:03:00+00:00,43209.75,42950.4915,44.337519364301144,0.004500000000000083,2.2500000000000413,TP,0.006448081740810873,-0.0005619102170227514,9897.11960031993
2024-02-04,SHORT,2024-02-04 00:06:00+00:00,2024-02-04 07:00:00+00:00,42991.08,42733.13352,44.53703820143938,0.004499999999999969,2.249999999999985,TP,0.006303865825189831,-0.0018075842709696784,9941.656638521368
2024-02-04,SHORT,2024-02-04 00:22:00+00:00,2024-02-04 02:00:00+00:00,42967.97,43053.905940000004,-34.79579823482549,-0.0035000000000000708,-1.750000000000035,SL,0.0020471062514705518,-0.002141827970928085,9906.860840286543
2024-02-05,SHORT,2024-02-05 00:06:00+00:00,2024-02-05 01:08:00+00:00,42575.66,42320.206040000005,44.580873781289185,0.004499999999999974,2.249999999999987,TP,0.0062138790097441806,-0.0012624584093352867,9951.441714067832
2024-02-05,SHORT,2024-02-05 00:18:00+00:00,2024-02-05 00:24:00+00:00,42523.21,42608.25642,-34.83004599923712,-0.0034999999999999706,-1.7499999999999851,SL,0.0018232395908022662,-0.0021940958831659914,9916.611668068595
2024-02-06,LONG,2024-02-06 00:08:00+00:00,2024-02-06 00:16:00+00:00,42725.63,42640.178739999996,-34.70814083824047,-0.0035000000000000387,-1.7500000000000193,SL,0.0,-0.0021427419560576554,9881.903527230355
2024-02-07,LONG,2024-02-07 00:04:00+00:00,2024-02-07 02:39:00+00:00,43110.01,43023.78998,-34.586662345306394,-0.0035000000000000153,-1.7500000000000078,SL,0.001901878473236215,-0.0025263274121254784,9847.31686488505
2024-02-08,SHORT,2024-02-08 00:10:00+00:00,2024-02-08 00:21:00+00:00,44350.02,44438.72004,-34.465609027098424,-0.003500000000000076,-1.750000000000038,SL,0.00027102580788005955,-0.0031616671198795667,9812.851255857951
2024-02-09,LONG,2024-02-09 00:04:00+00:00,2024-02-09 00:43:00+00:00,45354.39,45263.68122,-34.34497939550301,-0.0035000000000000183,-1.750000000000009,SL,0.0010058563239413564,-0.0024152017037380696,9778.506276462449
2024-02-10,LONG,2024-02-10 00:24:00+00:00,2024-02-10 00:31:00+00:00,47212.62,47118.194760000006,-34.22477196761792,-0.0034999999999999333,-1.7499999999999665,SL,0.0,-0.0025935862063999914,9744.281504494831
2024-02-11,SHORT,2024-02-11 00:46:00+00:00,2024-02-11 03:00:00+00:00,47682.52,47777.885039999994,-34.10498526573129,-0.0034999999999999363,-1.7499999999999682,SL,0.002629055679104068,-0.002463795957092939,9710.1765192291
2024-02-12,SHORT,2024-02-12 00:14:00+00:00,2024-02-12 00:21:00+00:00,48281.09,48377.65218,-33.985617817302014,-0.0035000000000000166,-1.7500000000000082,SL,0.0,-0.002029573068876557,9676.1909014118
2024-02-13,LONG,2024-02-13 00:04:00+00:00,2024-02-13 01:36:00+00:00,49946.92,50246.60152,43.54285905635276,0.004499999999999965,2.2499999999999827,TP,0.008442762837027835,-0.00022784187693650342,9719.733760468152
2024-02-13,LONG,2024-02-13 00:06:00+00:00,2024-02-13 01:36:00+00:00,49977.53,50277.39518,43.738801922106816,0.0045000000000000135,2.2500000000000067,TP,0.007825116607403402,-0.0008401775758025249,9763.47256239026
