day,equity,failed,fail_reason
2024-01-01,10054.0729,False,
2024-01-02,10108.438187851438,False,
2024-01-03,10064.971903643676,False,
2024-01-04,10021.692524458009,False,
2024-01-05,9978.59924660284,False,
2024-01-06,10032.556426523002,False,
2024-01-07,10016.38785826045,False,
2024-01-08,9973.31739046993,False,
2024-01-09,9930.43212569091,False,
2024-01-10,9887.73126755044,False,
2024-01-11,9845.214023099972,False,
2024-01-12,9802.879602800644,False,
2024-01-13,9760.727220508601,False,
2024-01-14,9813.506303200787,False,
2024-01-15,9866.570777699018,False,
2024-01-16,9824.144523354911,False,
2024-01-17,9781.900701904486,False,
2024-01-18,9766.136092914288,False,
2024-01-19,9724.141707714756,False,
2024-01-20,9682.327898371583,False,
2024-01-21,9640.693888408585,False,
2024-01-22,9692.823916064439,False,
2024-01-23,9677.202864113071,False,
2024-01-24,9635.590891797385,False,
2024-01-25,9594.157850962656,False,
2024-01-26,9552.902972203517,False,
2024-01-27,9511.825489423041,False,
2024-01-28,9470.924639818522,False,
2024-01-29,9430.199663867303,False,
2024-01-30,9389.649805312674,False,
2024-01-31,9440.422364808443,False,
2024-02-01,9491.46946625745,False,
2024-02-02,9476.172919150933,False,
2024-02-03,9527.413334214929,False,
2024-02-04,9512.058859611374,False,
2024-02-05,9496.729130432634,False,
2024-02-06,9455.893195171773,False,
2024-02-07,9415.232854432534,False,
2024-02-08,9374.747353158473,False,
2024-02-09,9334.435939539891,False,
2024-02-10,9294.297864999871,False,
2024-02-11,9254.332384180372,False,
2024-02-12,9214.538754928397,False,
2024-02-13,9264.364438192533,False,
2024-02-14,9314.459543375528,False,
2024-02-15,9299.448267230828,False,
2024-02-16,9259.460639681734,False,
2024-02-17,9309.529228604079,False,
2024-02-18,9269.498252921081,False,
2024-02-19,9229.63941043352,False,
2024-02-20,9189.951960968656,False,
2024-02-21,9150.43516753649,False,
2024-02-22,9199.914224113558,False,
2024-02-23,9160.354592949869,False,
2024-02-24,9120.965068200185,False,
2024-02-25,9081.744918406925,False,
2024-02-26,9042.693415257774,False,
2024-02-27,9003.809833572166,False,
2024-02-28,9003.809833572166,True,MAX_LOSS_TOUCH@2024-02-28 00:11:00+00:00
