day,equity,failed,fail_reason
2024-01-01,10029.772500000003,False,
2024-01-02,10160.583300388127,False,
2024-01-03,10125.021258836769,False,
2024-01-04,10089.58368443084,False,
2024-01-05,10054.270141535331,False,
2024-01-06,10185.400446288771,False,
2024-01-07,10149.75154472676,False,
2024-01-08,10114.227414320216,False,
2024-01-09,10078.827618370095,False,
2024-01-10,10043.5517217058,False,
2024-01-11,10008.39929067983,False,
2024-01-12,9973.369893162451,False,
2024-01-13,9938.463098536382,False,
2024-01-14,9903.678477691505,False,
2024-01-15,10032.844728317177,False,
2024-01-16,9997.729771768067,False,
2024-01-17,9962.737717566879,False,
2024-01-18,9927.868135555394,False,
2024-01-19,9893.12059708095,False,
2024-01-20,9858.494674991167,False,
2024-01-21,9823.989943628698,False,
2024-01-22,9952.116876470987,False,
2024-01-23,9981.746816441462,False,
2024-01-24,9946.810702583916,False,
2024-01-25,9911.996865124873,False,
2024-01-26,9877.304876096936,False,
2024-01-27,9842.734309030597,False,
2024-01-28,9808.284738948989,False,
2024-01-29,9773.955742362667,False,
2024-01-30,9739.746897264398,False,
2024-01-31,9705.657783123974,False,
2024-02-01,9832.241398345921,False,
2024-02-02,9797.828553451709,False,
2024-02-03,9859.816833905546,False,
2024-02-04,9825.307474986877,False,
2024-02-05,9790.918898824424,False,
2024-02-06,9756.650682678539,False,
2024-02-07,9722.502405289164,False,
2024-02-08,9688.47364687065,False,
2024-02-09,9654.563989106604,False,
2024-02-10,9620.773015144732,False,
2024-02-11,9587.100309591726,False,
2024-02-12,9553.545458508155,False,
2024-02-13,9581.988751724499,False,
2024-02-14,9548.451791093463,False,
2024-02-15,9576.879919188495,False,
2024-02-16,9543.360839471336,False,
2024-02-17,9667.827737379932,False,
2024-02-18,9633.990340299102,False,
2024-02-19,9600.271374108055,False,
2024-02-20,9566.670424298678,False,
2024-02-21,9533.187077813633,False,
2024-02-22,9657.521286979247,False,
2024-02-23,9623.71996247482,False,
2024-02-24,9590.036942606157,False,
2024-02-25,9556.471813307036,False,
2024-02-26,9523.024161960462,False,
2024-02-27,9489.6935773936,False,
2024-02-28,9456.479649872723,False,
2024-02-29,9423.381971098168,False,
2024-03-01,9390.400134199324,False,
2024-03-02,9357.533733729628,False,
2024-03-03,9324.782365661575,False,
2024-03-04,9446.398508470123,False,
2024-03-05,9413.336113690477,False,
2024-03-06,9380.38943729256,False,
2024-03-07,9347.558074262037,False,
2024-03-08,9469.471263556079,False,
2024-03-09,9436.328114133634,False,
2024-03-10,9403.300965734166,False,
2024-03-11,9431.296943534397,False,
2024-03-12,9398.287404232027,False,
2024-03-13,9365.393398317214,False,
2024-03-14,9332.614521423104,False,
2024-03-15,9299.950370598122,False,
2024-03-16,9267.400544301028,False,
2024-03-17,9234.964642395975,False,
2024-03-18,9202.64226614759,False,
2024-03-19,9170.433018216074,False,
2024-03-20,9138.336502652317,False,
2024-03-21,9106.352324893034,False,
2024-03-22,9074.480091755908,False,
2024-03-23,9042.719411434762,False,
2024-03-24,9069.641847802457,False,
2024-03-25,9096.64443899383,False,
2024-03-26,9064.806183457353,False,
2024-03-27,9033.079361815251,False,
2024-03-28,9001.463584048899,False,
2024-03-29,9001.463584048899,True,MAX_LOSS_TOUCH@2024-03-29 00:17:00+00:00
