day,equity,failed,fail_reason
2024-01-01,10070.1225,False,
2024-01-02,10140.736716500624,False,
2024-01-03,10105.244137992871,False,
2024-01-04,10069.875783509897,False,
2024-01-05,10034.631218267612,False,
2024-01-06,10104.996561027909,False,
2024-01-07,10104.872774820034,False,
2024-01-08,10069.505720108165,False,
2024-01-09,10034.262450087786,False,
2024-01-10,9999.14253151248,False,
2024-01-11,9964.145532652186,False,
2024-01-12,9929.271023287904,False,
2024-01-13,9894.518574706395,False,
2024-01-14,9963.901412581881,False,
2024-01-15,10033.770780262255,False,
2024-01-16,9998.652582531337,False,
2024-01-17,9963.657298492477,False,
2024-01-18,9963.535243690569,False,
2024-01-19,9928.662870337652,False,
2024-01-20,9893.91255029147,False,
2024-01-21,9859.283856365451,False,
2024-01-22,9928.419619587252,False,
2024-01-23,9928.297996446912,False,
2024-01-24,9893.548953459349,False,
2024-01-25,9858.921532122242,False,
2024-01-26,9824.415306759814,False,
2024-01-27,9790.029853186155,False,
2024-01-28,9755.764748700003,False,
2024-01-29,9721.619572079553,False,
2024-01-30,9687.593903577275,False,
2024-01-31,9755.525733927634,False,
2024-02-01,9823.933919255367,False,
2024-02-02,9823.813576064857,False,
2024-02-03,9892.700612813616,False,
2024-02-04,9892.579427231109,False,
2024-02-05,9892.458243133126,False,
2024-02-06,9857.834639282159,False,
2024-02-07,9823.33221804467,False,
2024-02-08,9788.950555281514,False,
2024-02-09,9754.689228338028,False,
2024-02-10,9720.547816038845,False,
2024-02-11,9686.52589868271,False,
2024-02-12,9652.623058037321,False,
2024-02-13,9720.309664076041,False,
2024-02-14,9788.47090551796,False,
2024-02-15,9788.350996749365,False,
2024-02-16,9754.091768260741,False,
2024-02-17,9822.489898262727,False,
2024-02-18,9788.111183618808,False,
2024-02-19,9753.852794476143,False,
2024-02-20,9719.714309695477,False,
2024-02-21,9685.695309611543,False,
2024-02-22,9753.613826546365,False,
2024-02-23,9719.476178153453,False,
2024-02-24,9685.458011529916,False,
2024-02-25,9651.558908489562,False,
2024-02-26,9617.778452309849,False,
2024-02-27,9584.116227726765,False,
2024-02-28,9550.571820929721,False,
2024-02-29,9517.144819556466,False,
2024-03-01,9483.83481268802,False,
2024-03-02,9450.641390843612,False,
2024-03-03,9417.564145975659,False,
2024-03-04,9483.602460158274,False,
2024-03-05,9450.40985154772,False,
2024-03-06,9417.333417067302,False,
2024-03-07,9384.372750107566,False,
2024-03-08,9450.178317924509,False,
2024-03-09,9417.102693811774,False,
2024-03-10,9384.142834383434,False,
2024-03-11,9384.027878633713,False,
2024-03-12,9351.183781058495,False,
2024-03-13,9318.454637824789,False,
2024-03-14,9285.840046592402,False,
2024-03-15,9253.339606429328,False,
2024-03-16,9253.22625301915,False,
2024-03-17,9220.83996113358,False,
2024-03-18,9188.567021269613,False,
2024-03-19,9188.454461323601,False,
2024-03-20,9156.294870708969,False,
2024-03-21,9124.247838661488,False,
2024-03-22,9092.312971226173,False,
2024-03-23,9060.489875826881,False,
2024-03-24,9060.378884825901,False,
2024-03-25,9060.267895184563,False,
2024-03-26,9028.556957551418,False,
2024-03-27,9028.556957551418,True,MAX_LOSS_TOUCH@2024-03-27 00:20:00+00:00
