day,equity,failed,fail_reason
2024-01-01,10084.1764,False,
2024-01-02,10169.061366631695,False,
2024-01-03,10130.418933438494,False,
2024-01-04,10091.923341491427,False,
2024-01-05,10053.57403279376,False,
2024-01-06,10138.201399715164,False,
2024-01-07,10099.676234396245,False,
2024-01-08,10061.29746470554,False,
2024-01-09,10023.064534339659,False,
2024-01-10,9984.976889109168,False,
2024-01-11,9947.033976930554,False,
2024-01-12,9909.235247818218,False,
2024-01-13,9871.580153876508,False,
2024-01-14,9834.068149291777,False,
2024-01-15,9916.847794707983,False,
2024-01-16,9879.163773088092,False,
2024-01-17,9841.622950750358,False,
2024-01-18,9804.224783537506,False,
2024-01-19,9766.968729360062,False,
2024-01-20,9729.854248188494,False,
2024-01-21,9692.880802045378,False,
2024-01-22,9774.471983199908,False,
2024-01-23,9778.225771420337,False,
2024-01-24,9741.068513488939,False,
2024-01-25,9704.052453137681,False,
2024-01-26,9667.177053815758,False,
2024-01-27,9630.441781011257,False,
2024-01-28,9593.846102243415,False,
2024-01-29,9557.389487054888,False,
2024-01-30,9521.07140700408,False,
2024-01-31,9601.216358522533,False,
2024-02-01,9682.035941390688,False,
2024-02-02,9685.75423047362,False,
2024-02-03,9767.285422714225,False,
2024-02-04,9771.036451007963,False,
2024-02-05,9774.788919846607,False,
2024-02-06,9737.64472195119,False,
2024-02-07,9700.641672007776,False,
2024-02-08,9663.779233654146,False,
2024-02-09,9627.05687256626,False,
2024-02-10,9590.474056450508,False,
2024-02-11,9554.030255035997,False,
2024-02-12,9517.72494006686,False,
2024-02-13,9597.841722231366,False,
2024-02-14,9678.63289862609,False,
2024-02-15,9682.349880804479,False,
2024-02-16,9645.556951257422,False,
2024-02-17,9726.749777272604,False,
2024-02-18,9689.788128118968,False,
2024-02-19,9652.966933232115,False,
2024-02-20,9616.285658885834,False,
2024-02-21,9579.743773382068,False,
2024-02-22,9660.382607758638,False,
2024-02-23,9623.673153849155,False,
2024-02-24,9587.103195864529,False,
2024-02-25,9550.672203720243,False,
2024-02-26,9514.379649346107,False,
2024-02-27,9478.225006678591,False,
2024-02-28,9442.207751653212,False,
2024-02-29,9406.32736219693,False,
2024-03-01,9370.58331822058,False,
2024-03-02,9334.975101611342,False,
2024-03-03,9299.50219622522,False,
2024-03-04,9377.782057892253,False,
2024-03-05,9342.146486072263,False,
2024-03-06,9306.646329425188,False,
2024-03-07,9271.281073373371,False,
2024-03-08,9349.323379787844,False,
2024-03-09,9313.79595094465,False,
2024-03-10,9278.403526331062,False,
2024-03-11,9281.966804421314,False,
2024-03-12,9246.695330564513,False,
2024-03-13,9211.557888308367,False,
2024-03-14,9176.553968332795,False,
2024-03-15,9141.683063253131,False,
2024-03-16,9145.193835216742,False,
2024-03-17,9110.442098642918,False,
2024-03-18,9075.822418668075,False,
2024-03-19,9041.334293477137,False,
2024-03-20,9006.977223161924,False,
2024-03-21,9006.977223161924,True,MAX_LOSS_TOUCH@2024-03-21 00:05:00+00:00
