day,equity,failed,fail_reason
2024-01-01,10096.230399999997,False,
2024-01-02,10193.38682898841,False,
2024-01-03,10150.57460430666,False,
2024-01-04,10107.942190968572,False,
2024-01-05,10065.488833766503,False,
2024-01-06,10162.349435433393,False,
2024-01-07,10119.667567804572,False,
2024-01-08,10077.164964019794,False,
2024-01-09,10034.84087117091,False,
2024-01-10,9992.694539511993,False,
2024-01-11,9950.725222446043,False,
2024-01-12,9908.93217651177,False,
2024-01-13,9867.31466137042,False,
2024-01-14,9825.871939792663,False,
2024-01-15,9920.426698504163,False,
2024-01-16,9878.760906370444,False,
2024-01-17,9837.270110563688,False,
2024-01-18,9795.95357609932,False,
2024-01-19,9754.810571079703,False,
2024-01-20,9713.840366681168,False,
2024-01-21,9673.042237141108,False,
2024-01-22,9766.126309510808,False,
2024-01-23,9771.789100190115,False,
2024-01-24,9730.747585969317,False,
2024-01-25,9689.878446108247,False,
2024-01-26,9649.180956634593,False,
2024-01-27,9608.654396616726,False,
2024-01-28,9568.298048150937,False,
2024-01-29,9528.111196348702,False,
2024-01-30,9488.093129324037,False,
2024-01-31,9448.243138180876,False,
2024-02-01,9539.163959829317,False,
2024-02-02,9499.099471198033,False,
2024-02-03,9590.50968537335,False,
2024-02-04,9550.229544694783,False,
2024-02-05,9555.76714979398,False,
2024-02-06,9515.632927764844,False,
2024-02-07,9475.667269468231,False,
2024-02-08,9435.869466936463,False,
2024-02-09,9396.23881517533,False,
2024-02-10,9356.774612151594,False,
2024-02-11,9317.476158780557,False,
2024-02-12,9278.342758913679,False,
2024-02-13,9367.628622416414,False,
2024-02-14,9373.060348196836,False,
2024-02-15,9378.495223509133,False,
2024-02-16,9339.105543570395,False,
2024-02-17,9428.976129780394,False,
2024-02-18,9389.374430035317,False,
2024-02-19,9349.939057429168,False,
2024-02-20,9310.669313387965,False,
2024-02-21,9271.564502271736,False,
2024-02-22,9360.785138339677,False,
2024-02-23,9321.469840758651,False,
2024-02-24,9282.319667427464,False,
2024-02-25,9243.333924824268,False,
2024-02-26,9204.511922340007,False,
2024-02-27,9165.852972266179,False,
2024-02-28,9127.35638978266,False,
2024-02-29,9089.021492945572,False,
2024-03-01,9050.847602675201,False,
2024-03-02,9012.834042743965,False,
2024-03-03,9012.834042743965,True,MAX_LOSS_TOUCH@2024-03-03 00:21:00+00:00
