day,equity,failed,fail_reason
2024-01-01,10015.756400000002,False,
2024-01-02,10132.276104285296,False,
2024-01-03,10089.720544647298,False,
2024-01-04,10047.34371835978,False,
2024-01-05,10005.14487474267,False,
2024-01-06,10121.541128363271,False,
2024-01-07,10079.030655624145,False,
2024-01-08,10036.698726870523,False,
2024-01-09,9994.544592217666,False,
2024-01-10,9952.567504930352,False,
2024-01-11,9910.766721409644,False,
2024-01-12,9869.141501179723,False,
2024-01-13,9827.691106874769,False,
2024-01-14,9786.414804225895,False,
2024-01-15,9900.266430948928,False,
2024-01-16,9858.685311938942,False,
2024-01-17,9817.278833628798,False,
2024-01-18,9776.046262527556,False,
2024-01-19,9734.98686822494,False,
2024-01-20,9694.099923378395,False,
2024-01-21,9653.384703700207,False,
2024-01-22,9765.68870612456,False,
2024-01-23,9781.07591587748,False,
2024-01-24,9739.995397030794,False,
2024-01-25,9699.087416363265,False,
2024-01-26,9658.35124921454,False,
2024-01-27,9617.78617396784,False,
2024-01-28,9577.391472037174,False,
2024-01-29,9537.166427854618,False,
2024-01-30,9497.110328857629,False,
2024-01-31,9457.222465476427,False,
2024-02-01,9567.244387039691,False,
2024-02-02,9527.061960614124,False,
2024-02-03,9573.961827524545,False,
2024-02-04,9533.751187848942,False,
2024-02-05,9493.709432859978,False,
2024-02-06,9453.835853241966,False,
2024-02-07,9414.12974265835,False,
2024-02-08,9374.590397739184,False,
2024-02-09,9335.21711806868,False,
2024-02-10,9296.009206172792,False,
2024-02-11,9256.965967506867,False,
2024-02-12,9218.086710443338,False,
2024-02-13,9232.611096587782,False,
2024-02-14,9193.834129982113,False,
2024-02-15,9208.320302790678,False,
2024-02-16,9169.645357518957,False,
2024-02-17,9276.321710536004,False,
2024-02-18,9237.361159351753,False,
2024-02-19,9198.564242482475,False,
2024-02-20,9159.930272664049,False,
2024-02-21,9121.45856551886,False,
2024-02-22,9227.574330745025,False,
2024-02-23,9188.818518555896,False,
2024-02-24,9150.225480777961,False,
2024-02-25,9111.794533758693,False,
2024-02-26,9073.524996716907,False,
2024-02-27,9035.416191730697,False,
2024-02-28,9035.416191730697,True,MAX_LOSS_TOUCH@2024-02-28 00:24:00+00:00
