day,equity,failed,fail_reason
2024-01-01,10074.1369,False,
2024-01-02,10148.82342799416,False,
2024-01-03,10105.183487253786,False,
2024-01-04,10061.731198258594,False,
2024-01-05,10018.465754106082,False,
2024-01-06,10092.739553482641,False,
2024-01-07,10049.340773402664,False,
2024-01-08,10006.128608077033,False,
2024-01-09,9963.102255062302,False,
2024-01-10,9920.260915365534,False,
2024-01-11,9877.603793429462,False,
2024-01-12,9835.130097117715,False,
2024-01-13,9792.839037700109,False,
2024-01-14,9750.729829837997,False,
2024-01-15,9823.01871807017,False,
2024-01-16,9780.779737582468,False,
2024-01-17,9738.722384710863,False,
2024-01-18,9696.845878456606,False,
2024-01-19,9655.149441179243,False,
2024-01-20,9613.632298582172,False,
2024-01-21,9572.293679698269,False,
2024-01-22,9643.259697628511,False,
2024-01-23,9637.320317548147,False,
2024-01-24,9595.87984018269,False,
2024-01-25,9554.617556869905,False,
2024-01-26,9513.532701375365,False,
2024-01-27,9472.62451075945,False,
2024-01-28,9431.892225363184,False,
2024-01-29,9391.335088794121,False,
2024-01-30,9350.952347912307,False,
2024-01-31,9420.277409824503,False,
2024-02-01,9490.116426254945,False,
2024-02-02,9484.271368646852,False,
2024-02-03,9554.584816449877,False,
2024-02-04,9548.700052115575,False,
2024-02-05,9542.818912266477,False,
2024-02-06,9501.784790943731,False,
2024-02-07,9460.927116342673,False,
2024-02-08,9420.2451297424,False,
2024-02-09,9379.738075684507,False,
2024-02-10,9339.405201959064,False,
2024-02-11,9299.24575959064,False,
2024-02-12,9259.2590028244,False,
2024-02-13,9327.90427870105,False,
2024-02-14,9397.058469373014,False,
2024-02-15,9391.270727091143,False,
2024-02-16,9350.888262964652,False,
2024-02-17,9420.21284977091,False,
2024-02-18,9379.705934516896,False,
2024-02-19,9339.373198998474,False,
2024-02-20,9299.213894242781,False,
2024-02-21,9259.227274497538,False,
2024-02-22,9327.872315150207,False,
2024-02-23,9287.76246419506,False,
2024-02-24,9247.825085599023,False,
2024-02-25,9208.059437730948,False,
2024-02-26,9168.464782148705,False,
2024-02-27,9129.040383585465,False,
2024-02-28,9089.785509936048,False,
2024-02-29,9050.699432243322,False,
2024-03-01,9011.781424684676,False,
2024-03-02,9011.781424684676,True,MAX_LOSS_TOUCH@2024-03-02 00:35:00+00:00
